name,current_price_per_night,average_rating,total_reviews_received,address,lat,lng,reviewer_nationality,rating,review_title,review
Hilton Helsinki Strand,167,4.5,695,John Stenbergin ranta 4 Helsinki 00530  Finland,60.1772,24.951494,Asheville  North Carolina,5,Great service and central location,Wonderful friendly and courteous professional personnel. Excellent location just a 10min walk from the heart of Helsinki with beautiful views. Wide variety of options for various diets and tastes at the breakfast buffet and executive lounge. Highly recommen
Hilton Helsinki Strand,167,4.5,695,John Stenbergin ranta 4 Helsinki 00530  Finland,60.1772,24.951494,London  United Kingdom,4,Good tho a bit expensive for drinks and food,Nice hotel  modern rooms with work station between bed and bathroom ideal for business trips. Big wide bed though no spare/extra blanket provided. Central foyer lightwell looks old fashioned (wall tiles in particular) but otherwise good. Central location nr water and main tram stop just.
Hilton Helsinki Strand,167,4.5,695,John Stenbergin ranta 4 Helsinki 00530  Finland,60.1772,24.951494,Villefranche-sur-Mer  France,4,Nice hitel,Nice hotel with panoramic harbour views. Rooms are small but practical we had a kingsize bed but 2 single duvets which was odd. The lounge is small but well designed  the food is tasty and the drinks are free. The hotel is walking distance from.
Hilton Helsinki Strand,167,4.5,695,John Stenbergin ranta 4 Helsinki 00530  Finland,60.1772,24.951494,Helsinki  Finland,5,Great Hotel!,We stayed at this hotel for 3 nights during our stay in Helsinki. Staff were excellent - very friendly and helpful! Room was always immaculate  we also had a beautiful view of the water. The hotel is also in a great location for walking  trams .
Hilton Helsinki Strand,167,4.5,695,John Stenbergin ranta 4 Helsinki 00530  Finland,60.1772,24.951494,England,5,Great choice for Helsinki stay,We chose this hotel for a family visit in Helsinki due to the good TA reviews  the convenient location and a great deal from British Airways Holidays combining flights from London with a Hotel stay. Having read previous reviews we decided to book a room.
Hilton Helsinki Strand,167,4.5,695,John Stenbergin ranta 4 Helsinki 00530  Finland,60.1772,24.951494,Huddersfield  United Kingdom,5,Top quality hotel in lovely city,People suggested to me that the Hilton Strand was outside the city centre. This was nonsense  Helsinki is a small city and a ten minute stroll took you to the centre. The hotel itself is in excellent condition  the staff were friendly and efficient. The.
Hilton Helsinki Strand,167,4.5,695,John Stenbergin ranta 4 Helsinki 00530  Finland,60.1772,24.951494,Helsinki  Finland,4,Nice hotel with easy access to the central of Helsinki,We stayed here for two nights in a executive room with sea view. Room was clean  quiet  nicely decorated and good size. Breakfast was pretty good but we only find out on the second morning that we were able to order omelette and pancakes from.
Hilton Helsinki Strand,167,4.5,695,John Stenbergin ranta 4 Helsinki 00530  Finland,60.1772,24.951494,Tallinn  Estonia,5,Wonderful hotel and staff,Had a wonderful stay here and really enjoyed Helsinki. Sunday market just a few steps away from hotel and public transit. Staff was helpful and accommodating  suggested many options for sightseeing   museums and attractions. Swimming pool a little small but good enough for family.
Hilton Helsinki Strand,167,4.5,695,John Stenbergin ranta 4 Helsinki 00530  Finland,60.1772,24.951494,Brussels  Belgium,5,Great location and super helpfull staff,Location is excellent  all surrounded with see views and channels. Hotel Staff is superb in helping you during the visit. I went for a long weekend with my family of 5  and hotel experience really helped to enjoy the whole visit to Helsinki. This hotel.
Hilton Helsinki Strand,167,4.5,695,John Stenbergin ranta 4 Helsinki 00530  Finland,60.1772,24.951494,Mumbai (Bombay)  India,5,My First Stay in Hilton,When you are a Marriott Fan and love your stay with them you are certainly in for a surprise if you love another chain of hotel. Hilton Helsinki Strand was my first tryst with the Group and I would be lying if I say I.
Hilton Helsinki Strand,167,4.5,695,John Stenbergin ranta 4 Helsinki 00530  Finland,60.1772,24.951494,Jyvaskyla  Finland,5,Wonderful Experience,The hotel is located in a beautiful part of Helsinki and is easy to find from the metro. The hotel itself is beautiful and the hotel staff were all very helpful. I wish the restaurant menu was a bit larger and had vegan options  but.
Hilton Helsinki Strand,167,4.5,695,John Stenbergin ranta 4 Helsinki 00530  Finland,60.1772,24.951494,,5,Recommended Hotel ,Perfect location  walking distance from city center  nice views  clean rooms  good food  and most important amazing staff. The staff is friendly and helpful they take good care of the guests. The hotel is highly recommende
Hilton Helsinki Strand,167,4.5,695,John Stenbergin ranta 4 Helsinki 00530  Finland,60.1772,24.951494,Amsterdam  The Netherlands,4,Friendly with Nice Rooms,At first glance from the outside the hotel doesnt appear like much and not impressive in the least. But staying here a few days we found the rooms comfortable  clean and well maintained. In room there was nothing to complain about. Even though you can.
Hilton Helsinki Strand,167,4.5,695,John Stenbergin ranta 4 Helsinki 00530  Finland,60.1772,24.951494,,5,Loved it,Very stylish room with a real king size bed  and a view from the bed on the river from the 6th floor. Had a good sized working station in room. Spacious room  like new. Good breakfast. Very helpful staff and quick se
Hilton Helsinki Strand,167,4.5,695,John Stenbergin ranta 4 Helsinki 00530  Finland,60.1772,24.951494,Gothenburg  Sweden,5,Fantastic Hotel,Excellent hotel. I checked in online the day before  and choose room 402. When I arrived I was given the key for the same room  thankfully I had been changed room. Check in was extremely easy  just said my name  and the keys were given.
Hilton Helsinki Strand,167,4.5,695,John Stenbergin ranta 4 Helsinki 00530  Finland,60.1772,24.951494,,5,A Favorite,We have stayed at the Hilton Helsinki three times and this hotel is one of our favorites! The staff is polished  friendly and efficient; the rooms are spotless and very comfortable. This is one hotel where we sleep well the first night and that is.
Hilton Helsinki Strand,167,4.5,695,John Stenbergin ranta 4 Helsinki 00530  Finland,60.1772,24.951494,Berlin  Germany,5,Nice Family Friendly Hotel in an excellent Neighbourhood,The Room was big  Bed comfortable as usual for a Hilton hotel. The Location is nice and peaceful  do go to the sauna and chill with the locals as I did. The Swimming pool is nice and clean too. The Hotel is approachable by public.
Hilton Helsinki Strand,167,4.5,695,John Stenbergin ranta 4 Helsinki 00530  Finland,60.1772,24.951494,Nashville  Tennessee,5,Great Location,I stayed at this hotel for 7 nights while attending the World Figure Skating Championships. The location could not have been better. Public transportation (bus  tram and subway) were all right next to the hotel and were very efficient. The staff were very helpful on.
Hilton Helsinki Strand,167,4.5,695,John Stenbergin ranta 4 Helsinki 00530  Finland,60.1772,24.951494,Halifax  Canada,5,Great stay in Helsinki,We stayed at this hotel during the World Championships Figure Skating. We enjoyed our stay. Breakfast was included and very good. Lots of choices of food and beverages. Room was good and clean. We used the executive lounge. Very nice as well. The only thing.
Hilton Helsinki Strand,167,4.5,695,John Stenbergin ranta 4 Helsinki 00530  Finland,60.1772,24.951494,Mississauga  Ontario,5,A Wonderful Experience,The hotel paid great attention to detail in every respect. The breakfast and complimentary appetizers (for executive rooms) were fantastic. I would definitely return  just for the food and the view! Y only complaint is the room was a little 
Hilton Helsinki Strand,167,4.5,695,John Stenbergin ranta 4 Helsinki 00530  Finland,60.1772,24.951494,London,5,Great in every department...almost,location great  food great  staff great  bed great  service great  lounge......not so. lounge was overcrowded  food was not refilled quickly enough and dirty dishes were all over the tables. guests in sleepers  underwear  bathrobes. feet on chairs. only one staff washing dishes in the little.
Hilton Helsinki Strand,167,4.5,695,John Stenbergin ranta 4 Helsinki 00530  Finland,60.1772,24.951494,Garmisch-Partenkirchen  Germany,5,When in Helsinki  go to the Hilton Strand,We just returned from a marvellous stay at the Hilston Helsinki Strand  I have been to many Hilton Hotels over the years but this is definitely one of the best so far. Very friendly and attentive staff at the reception  great breakfast buffet (one of.
Hilton Helsinki Strand,167,4.5,695,John Stenbergin ranta 4 Helsinki 00530  Finland,60.1772,24.951494,Petaluma  California,5,First of many,I just came back from visiting my daughter who currently lives in Helsinki while getting her Masters Degree and I have to rave about the Hilton Helsinki Strand. I had previously booked this Hilton for my daughter when she was apartment hunting this summer and.
Hilton Helsinki Strand,167,4.5,695,John Stenbergin ranta 4 Helsinki 00530  Finland,60.1772,24.951494,Rotterdam,5,Everything great,We had a great stay at the Hilton Strand in Helsinki. On our way to Lapland we also had a stop over in Helsinki and stayed at another hotel (Scandic park) but the Hilton was much much better  well worth the extra money. Friendly staff .
Hilton Helsinki Strand,167,4.5,695,John Stenbergin ranta 4 Helsinki 00530  Finland,60.1772,24.951494,london  United Kingdom,4,quite stay,I am pleased with the facilities and quietness for doing business. slightly more varieties in executive lounge is advisable. little bit walking distance from city anyway not big issue. the view must be good in summer  unluckily the sea is frozen but good vi
Hilton Helsinki Strand,167,4.5,695,John Stenbergin ranta 4 Helsinki 00530  Finland,60.1772,24.951494,Brussels  Belgium,5,The best hotel in all of Helsinki,Cannot understand why this is not rated as a 5 star place.... it is excellent... service fabulous... facility beautiful... view fantastic... service could not be better anywhere else! Greeted with a smile each day and the staff bend over backwards to accommodate any reasonable request..
Hilton Helsinki Strand,167,4.5,695,John Stenbergin ranta 4 Helsinki 00530  Finland,60.1772,24.951494,,5,Really good service,Very good location  walking distance from the center  and new hotel. Service is the best thing. I forgot my toilet bag and the Executive Housekeeping send me to Spain. I highly recommend the food market near the hotel. You can lunch and try Finnish specialities..
Hilton Helsinki Strand,167,4.5,695,John Stenbergin ranta 4 Helsinki 00530  Finland,60.1772,24.951494,London  United Kingdom,5,Putting the enjoyment back into a business trip,40 years of corporate travelling starts to become less attractive as the years go by but for the first time in years I found the experience of being on a business trip an absolute pleasure at the Hilton Helsinki Strand. The hotel has been refurbed.
Hilton Helsinki Strand,167,4.5,695,John Stenbergin ranta 4 Helsinki 00530  Finland,60.1772,24.951494,Haemeenlinna  Finland,3,Could have been good,We have stayed in Strand earlier and have not been too happy with it compairing to other Hiltons in Helsinki. It's located quite well  allthough not too close to train station. We thought of trying it now again after it has been renovated. Room was.
Hilton Helsinki Strand,167,4.5,695,John Stenbergin ranta 4 Helsinki 00530  Finland,60.1772,24.951494,,4,Efficient and old-fashioned,This Hilton looks comfortably old-fashioned with its atrium and open spaces. Central and quiet  perfect for business  efficient and friendly. Internet works fine  and the trip to the airport is easy  it is even possible to take as city bus (about 45 minutes
Hilton Helsinki Strand,167,4.5,695,John Stenbergin ranta 4 Helsinki 00530  Finland,60.1772,24.951494,San Francisco  California,5,Fabulous hotel  excellent location  great staff,Although our stay was limited to one night  it was enough for me to realize what a gem of a hotel this is. The facilities are clean and well-maintained. Our room was very roomy  elegantly furnished  quiet and tastefully decorated. I booked a room for.
Hilton Helsinki Strand,167,4.5,695,John Stenbergin ranta 4 Helsinki 00530  Finland,60.1772,24.951494,Rauma  Finland,5,Hilton Strand Helsinki,Location Good. silent on seaside in city center. Hotel not too big you feel home service was excellent. Parking facility is is good with big enough space for bigger size SUV. Taxis availble around corne
Hilton Helsinki Strand,167,4.5,695,John Stenbergin ranta 4 Helsinki 00530  Finland,60.1772,24.951494,Imatra  Finland,5,We were satisfied,Good views from the room Window  clean and tidy room and public areas  working Wi-Fi. The Sofa was made to an extra bed  and while our teen was happy  the bed took a lot of space. But ok  we managed. There was a bathtub just.
Hilton Helsinki Strand,167,4.5,695,John Stenbergin ranta 4 Helsinki 00530  Finland,60.1772,24.951494,Carrieres-sous-Poissy  France,4,Weekend trip to Helsinki,A recently renovated hotel where the rooms are of a reasonable size and which pass the all important sleep quality test in terms of noise. Our room on the 1st evening was rather warm (the thermostat seemed not to work too well and this despite.
